"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","Tags"
"benchmarkingDIA.tsv","Output of DIA-NN software (report.tsv)","3.17","","TSV","https://zenodo.org/records/8063173","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","record/8063173/files/benchmarkingDIA.tsv",""
"Report.Derks2022.plexDIA.tsv","Derk et al. (2022) single-cell proteomics plexDIA results (DIA-NN report.tsv).","3.19","","TSV","https://drive.google.com/drive/folders/1pUC2zgXKtKYn22mlor0lmUDK0frgwL_-","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/10938597/files/Report-Derks2022-plexDIA.tsv",""
"Ai2025_aCMs_report.tsv","Ai et al. (2025) Single Cell Proteomics Reveals Specific Cellular Subtypes in Cardiomyocytes Derived from Human iPSCs and Adult Hearts.","3.21","","TSV","ftp://massive-ftp.ucsd.edu/v07/MSV000094438/updates/2024-10-23_bineka_5deafa61/other/Supplementary%20Files/aCMs/report.tsv","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","ftp://massive-ftp.ucsd.edu","v07/MSV000094438/updates/2024-10-23_bineka_5deafa61/other/Supplementary%20Files/aCMs/report.tsv",""
"Ai2025_iCMs_report.tsv","Ai et al. (2025) Single Cell Proteomics Reveals Specific Cellular Subtypes in Cardiomyocytes Derived from Human iPSCs and Adult Hearts.","3.21","","TSV","ftp://massive-ftp.ucsd.edu/v07/MSV000094438/updates/2024-10-23_bineka_5deafa61/other/Supplementary%20Files/iCMs/report1.tsv","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","ftp://massive-ftp.ucsd.edu","v07/MSV000094438/updates/2024-10-23_bineka_5deafa61/other/Supplementary%20Files/iCMs/report1.tsv",""
"crap_gpm.fasta","common Repository of Adventitious Proteins (cRAP) from the Global Proteome Machine (GPM)","3.21","","FASTA","https://zenodo.org/records/15115102/files/crap_gpm.fasta","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","AAStringSet","FilePath","https://zenodo.org/","records/15115102/files/crap_gpm.fasta",""
"crap_ccp.fasta","common Repository of Adventitious Proteins (cRAP) from the Cambridge Centre for Proteomics (CCP)","3.21","","FASTA","https://zenodo.org/records/15115102/files/crap_ccp.fasta","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","AAStringSet","FilePath","https://zenodo.org/","records/15115102/files/crap_ccp.fasta",""
"crap_maxquant.fasta.gz","MaxQuant's contaminant database","3.21","","FASTA","https://zenodo.org/records/15115102/files/crap_maxquant.fasta.gz","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","AAStringSet","FilePath","https://zenodo.org/","records/15115102/files/crap_maxquant.fasta.gz",""
"CEMS_10ppm.mzML","CE-MS data file (10ppm), in mzML format. See ?CEMS for details.","3.23","","mzML","https://zenodo.org/records/18481720/files/CEMS_10ppm.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18481720/files/CEMS_10ppm.mzML",""
"CEMS_25ppm.mzML","CE-MS data file (25ppm) in mzML format. See ?CEMS for details.","3.23","","mzML","https://zenodo.org/records/18481720/files/CEMS_25ppm.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18481720/files/CEMS_25ppm.mzML",""
"HAM004_641fE_14.11.07..Exp1.extracted.mzML","FTICR-MS data file HAM4, experiment 1, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM004_641fE_14-11-07--Exp1.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM004_641fE_14-11-07--Exp1.extracted.mzML",""
"HAM004_641fE_14.11.07..Exp2.extracted.mzML","FTICR-MS data file HAM4, experiment 2, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM004_641fE_14-11-07--Exp2.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM004_641fE_14-11-07--Exp2.extracted.mzML",""
"HAM004_641fE_14.11.07..Exp3.extracted.mzML","FTICR-MS data file HAM4, experiment 3, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM004_641fE_14-11-07--Exp3.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM004_641fE_14-11-07--Exp3.extracted.mzML",""
"HAM004_641fE_14.11.07..Exp4.extracted.mzML","FTICR-MS data file HAM4, experiment 4, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM004_641fE_14-11-07--Exp4.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM004_641fE_14-11-07--Exp4.extracted.mzML",""
"HAM004_641fE_14.11.07..Exp5.extracted.mzML","FTICR-MS data file HAM4, experiment 5, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM004_641fE_14-11-07--Exp5.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM004_641fE_14-11-07--Exp5.extracted.mzML",""
"HAM005_641fE_14.11.07..Exp1.extracted.mzML","FTICR-MS data file HAM5, experiment 1, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM005_641fE_14-11-07--Exp1.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM005_641fE_14-11-07--Exp1.extracted.mzML",""
"HAM005_641fE_14.11.07..Exp2.extracted.mzML","FTICR-MS data file HAM5, experiment 2, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM005_641fE_14-11-07--Exp2.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM005_641fE_14-11-07--Exp2.extracted.mzML",""
"HAM005_641fE_14.11.07..Exp3.extracted.mzML","FTICR-MS data file HAM5, experiment 3, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM005_641fE_14-11-07--Exp3.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM005_641fE_14-11-07--Exp3.extracted.mzML",""
"HAM005_641fE_14.11.07..Exp4.extracted.mzML","FTICR-MS data file HAM5, experiment 4, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM005_641fE_14-11-07--Exp4.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM005_641fE_14-11-07--Exp4.extracted.mzML",""
"HAM005_641fE_14.11.07..Exp5.extracted.mzML","FTICR-MS data file HAM5, experiment 5, in mzML file. See ?FTICR for details","3.23","","mzML","https://zenodo.org/records/18494294/files/HAM005_641fE_14-11-07--Exp5.extracted.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18494294/files/HAM005_641fE_14-11-07--Exp5.extracted.mzML",""
"MRM.standmix.5.mzML","Multiple Reaction Monitoring mode (MRM) file from a mouse brain sample. See ?MRM fo details","3.23","","mzML","https://zenodo.org/records/18502866/files/MRM-standmix-5.mzML","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/18502866/files/MRM-standmix-5.mzML",""
"MS3TMT11.mzML","A subset of 994 spectra from a currenly unpublished MS3 SPS TMT 11-plex experiment","3.23","","mzML","https://zenodo.org/records/19127509/files/MS3TMT11.mzML","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/19127509/files/MS3TMT11.mzML",""
"MS3TMT10_01022016_32917.33481.mzML.gz","A subset of 565 spectra from a currenly unpublished MS3 SPS TMT 10-plex experiment","3.23","","mzML","https://zenodo.org/records/19127509/files/MS3TMT10_01022016_32917-33481.mzML.gz","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","https://zenodo.org/","records/19127509/files/MS3TMT10_01022016_32917-33481.mzML.gz",""
"fdms3tmt11.rda","Feature data of the MS3TMT11 data","3.23","","RDA","https://zenodo.org/records/19127509/files/fdms3tmt11.rda","1.0","","","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19127509/files/fdms3tmt11.rda",""
"D19_15um30cm_SC1.mzML","Boekweg et al. (2022) SCP mzML file. See ?Boekweg2022 for details.","3.23","","mzML","ftp://massive-ftp.ucsd.edu/v03/MSV000087524/updates/2021-11-01_hboekweg_5ab97297/raw/D19_15um30cm_SC1.mzML","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","ftp://massive-ftp.ucsd.edu/","v03/MSV000087524/updates/2021-11-01_hboekweg_5ab97297/raw/D19_15um30cm_SC1.mzML",""
"OR11_20160122_PG_HeLa_CVB3_CT_A.mzML","Boekweg et al. (2022) bulk mzML file. See ?Boekweg2022 for details.","3.23","","mzML","ftp://massive-ftp.ucsd.edu/v03/MSV000087689/raw/Hela_bulk/OR11_20160122_PG_HeLa_CVB3_CT_A.mzML","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","Spectra","FilePath","ftp://massive-ftp.ucsd.edu/","v03/MSV000087689/raw/Hela_bulk/OR11_20160122_PG_HeLa_CVB3_CT_A.mzML",""
"D19_15um30cm_SC1.sage.tsv","Boekweg et al. (2022) Sage PSMs for D19_15um30cm_SC1. See ?Boekweg2022 for details.","3.23","","TSV","https://zenodo.org/records/19370231/files/D19_15um30cm_SC1.sage.tsv","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19370231/files/D19_15um30cm_SC1.sage.tsv",""
"OR11_20160122_PG_HeLa_CVB3_CT_A.sage.tsv","Boekweg et al. (2022) Sage PSMs for OR11_20160122_PG_HeLa_CVB3_CT_A. See ?Boekweg2022 for details.","3.23","","TSV","https://zenodo.org/records/19370231/files/OR11_20160122_PG_HeLa_CVB3_CT_A.sage.tsv","1.0","Homo sapiens","9606","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19370231/files/OR11_20160122_PG_HeLa_CVB3_CT_A.sage.tsv",""
"Christoforou_2016_TMT_DDA_FragPipe_Fraction1_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/Christoforou_2016_TMT_DDA_FragPipe_Fraction1_psm.tsv","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/Christoforou_2016_TMT_DDA_FragPipe_Fraction1_psm.tsv",""
"Christoforou_2016_TMT_DDA_FragPipe_Fraction2_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/Christoforou_2016_TMT_DDA_FragPipe_Fraction2_psm.tsv","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/Christoforou_2016_TMT_DDA_FragPipe_Fraction2_psm.tsv",""
"Christoforou_2016_TMT_DDA_MaxQuant_evidence.txt","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TXT","https://zenodo.org/records/19137577/files/Christoforou_2016_TMT_DDA_MaxQuant_evidence.txt","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/Christoforou_2016_TMT_DDA_MaxQuant_evidence.txt",""
"Christoforou_2016_TMT_DDA_sage_results.sage.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/Christoforou_2016_TMT_DDA_sage_results.sage.tsv","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/Christoforou_2016_TMT_DDA_sage_results.sage.tsv",""
"Christoforou_2016_TMT_DDA_sage_tmt.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/Christoforou_2016_TMT_DDA_sage_tmt.tsv","1.0","Mus musculus","10090","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/Christoforou_2016_TMT_DDA_sage_tmt.tsv",""
"Derks_2022_plex_DIA_DIANN_report_subset.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/Derks_2022_plex_DIA_DIANN_report.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","/records/19137577/files/Derks_2022_plex_DIA_DIANN_report.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_A_1_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_1_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_1_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_A_2_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_2_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_2_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_A_3_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_3_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_A_3_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_B_1_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_1_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_1_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_B_2_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_2_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_2_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_FragPipe_B_3_psm.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_3_psm.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_FragPipe_B_3_psm.tsv",""
"vanPuyvelde_2022_LFQ_DDA_MaxQuant_evidence.txt","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TXT","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_evidence.txt","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_evidence.txt",""
"vanPuyvelde_2022_LFQ_DDA_MaxQuant_peptides.txt","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TXT","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_peptides.txt","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_peptides.txt",""
"vanPuyvelde_2022_LFQ_DDA_MaxQuant_proteinGroups.txt","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TXT","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_proteinGroups.txt","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_MaxQuant_proteinGroups.txt",""
"vanPuyvelde_2022_LFQ_DDA_PEAKS_LFQ_report.csv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","CSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_PEAKS_LFQ_report.csv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_PEAKS_LFQ_report.csv",""
"vanPuyvelde_2022_LFQ_DDA_sage_lfq.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_sage_lfq.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_sage_lfq.tsv",""
"vanPuyvelde_2022_LFQ_DDA_sage_results.sage.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DDA_sage_results.sage.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DDA_sage_results.sage.tsv",""
"vanPuyvelde_2022_LFQ_DIA_DIANN_report.parquet","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","Parquet","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DIA_DIANN_report.parquet","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DIA_DIANN_report.parquet",""
"vanPuyvelde_2022_LFQ_DIA_DIANN_report.tsv","Various DDA and DIA files to illustrate QFeatures::readQFeatures()","3.23","","TSV","https://zenodo.org/records/19137577/files/vanPuyvelde_2022_LFQ_DIA_DIANN_report.tsv","1.0",NA,"","","","Laurent Gatto <laurent.gatto@uclouvain.be>","data.frame","FilePath","https://zenodo.org/","records/19137577/files/vanPuyvelde_2022_LFQ_DIA_DIANN_report.tsv",""
